mass_i,mass_j,distance,time,pos_i_x,pos_i_y,pos_j_x,pos_j_y,message_x,message_y
2.5,3.625,5.874569416046143,1.3000000715255737,3.590129,3.2547565,2.224005,8.968273,-0.8395033,-2.153056
3.625,2.5,5.874569416046143,1.3000000715255737,2.224005,8.968273,3.590129,3.2547565,-3.7338252,-1.3037168
2.5,3.625,5.982869625091553,1.4000000953674316,3.6013105,3.1850808,2.2510562,9.013592,-0.8758354,-2.1655438
3.625,2.5,5.982869625091553,1.4000000953674316,2.2510562,9.013592,3.6013105,3.1850808,-3.5761561,-1.208327
2.5,3.625,6.090600490570068,1.5,3.6123776,3.1158984,2.2781863,9.05857,-0.9118344,-2.1778193
3.625,2.5,6.090600490570068,1.5,2.2781863,9.05857,3.6123776,3.1158984,-3.4178348,-1.1125859
2.5,3.625,6.197778224945068,1.600000023841858,3.6233377,3.0471926,2.3053901,9.10322,-0.9475092,-2.1898859
3.625,2.5,6.197778224945068,1.600000023841858,2.3053901,9.10322,3.6233377,3.0471926,-3.274192,-1.0126369
2.5,3.625,6.304416656494141,1.7000000476837158,3.6341977,2.9789476,2.3326633,9.147552,-0.98286706,-2.2017448
3.625,2.5,6.304416656494141,1.7000000476837158,2.3326633,9.147552,3.6341977,2.9789476,-3.1549942,-0.9125602
2.5,3.625,6.410529613494873,1.8000000715255737,3.6449635,2.911149,2.3600013,9.191576,-1.017916,-2.2133994
3.625,2.5,6.410529613494873,1.8000000715255737,2.3600013,9.191576,3.6449635,2.911149,-3.035305,-0.81222916
2.5,3.625,6.516130447387695,1.899999976158142,3.6556408,2.8437824,2.3874004,9.235302,-1.0526638,-2.2248518
3.625,2.5,6.516130447387695,1.899999976158142,2.3874004,9.235302,3.6556408,2.8437824,-2.915066,-0.71164465
2.5,3.625,6.621231555938721,2.0,3.6662352,2.7768345,2.4148567,9.278739,-1.087117,-2.2361038
3.625,2.5,6.621231555938721,2.0,2.4148567,9.278739,3.6662352,2.7768345,-2.7929564,-0.59061503
2.5,3.625,6.725846767425537,2.0999999046325684,3.6767514,2.7102923,2.4423668,9.321897,-1.1212833,-2.2471602
3.625,2.5,6.725846767425537,2.0999999046325684,2.4423668,9.321897,3.6767514,2.7102923,-2.6702726,-0.46824756
2.5,3.625,6.829986572265625,2.200000047683716,3.687194,2.644144,2.4699278,9.364782,-1.155169,-2.2580216
3.625,2.5,6.829986572265625,2.200000047683716,2.4699278,9.364782,3.687194,2.644144,-2.5471025,-0.3455232
2.5,3.625,6.9336628913879395,2.299999952316284,3.6975675,2.5783782,2.4975364,9.407405,-1.1887811,-2.2686923
3.625,2.5,6.9336628913879395,2.299999952316284,2.4975364,9.407405,3.6975675,2.5783782,-2.423468,-0.22245955
2.5,3.625,7.036886215209961,2.4000000953674316,3.7078755,2.5129836,2.52519,9.449771,-1.2334157,-2.2835872
3.625,2.5,7.036886215209961,2.4000000953674316,2.52519,9.449771,3.7078755,2.5129836,-2.2993896,-0.099072784
2.5,3.625,7.13966703414917,2.5,3.718122,2.4479496,2.5528862,9.491888,-1.2923746,-2.3039973
3.625,2.5,7.13966703414917,2.5,2.5528862,9.491888,3.718122,2.4479496,-2.1704845,0.022611111
2.5,3.625,7.242016792297363,2.6000001430511475,3.7283106,2.3832664,2.5806222,9.533764,-1.3510181,-2.324201
3.625,2.5,7.242016792297363,2.6000001430511475,2.5806222,9.533764,3.7283106,2.3832664,-2.0237565,0.13663124
2.5,3.625,7.3439435958862305,2.700000047683716,3.7384443,2.3189244,2.608396,9.575404,-1.412493,-2.3458078
3.625,2.5,7.3439435958862305,2.700000047683716,2.608396,9.575404,3.7384443,2.3189244,-1.8815787,0.25077778
2.5,3.625,7.44545841217041,2.799999952316284,3.7485266,2.2549145,2.6362054,9.616816,-1.475876,-2.3683453
3.625,2.5,7.44545841217041,2.799999952316284,2.6362054,9.616816,3.7485266,2.2549145,-1.7485399,0.3648764
2.5,3.625,7.546568870544434,2.8999998569488525,3.75856,2.191228,2.6640487,9.658004,-1.5388893,-2.3906484
3.625,2.5,7.546568870544434,2.8999998569488525,2.6640487,9.658004,3.75856,2.191228,-1.6113694,0.47223133
2.5,3.625,7.647283554077148,3.0,3.768547,2.1278563,2.6919236,9.698975,-1.6015412,-2.412721
3.625,2.5,7.647283554077148,3.0,2.6919236,9.698975,3.768547,2.1278563,-1.4359049,0.535648
2.5,3.625,7.747612953186035,3.0999999046325684,3.7784905,2.0647912,2.7198286,9.739734,-1.6638404,-2.4345675
3.625,2.5,7.747612953186035,3.0999999046325684,2.7198286,9.739734,3.7784905,2.0647912,-1.2754802,0.5969687
2.5,3.625,7.847563743591309,3.200000047683716,3.7883928,2.0020254,2.7477622,9.780287,-1.7257937,-2.456192
3.625,2.5,7.847563743591309,3.200000047683716,2.7477622,9.780287,3.7883928,2.0020254,-1.1528589,0.654479
2.5,3.625,7.947144985198975,3.299999952316284,3.798256,1.9395512,2.7757227,9.820639,-1.78741,-2.4775991
3.625,2.5,7.947144985198975,3.299999952316284,2.7757227,9.820639,3.798256,1.9395512,-1.029881,0.7121788
2.5,3.625,8.04636287689209,3.4000000953674316,3.8080823,1.8773617,2.8037086,9.860794,-1.8552688,-2.502953
3.625,2.5,8.04636287689209,3.4000000953674316,2.8037086,9.860794,3.8080823,1.8773617,-0.9429224,0.747043
2.5,3.625,8.145227432250977,3.5,3.8178737,1.8154498,2.8317184,9.900759,-1.931787,-2.533783
3.625,2.5,8.145227432250977,3.5,2.8317184,9.900759,3.8178737,1.8154498,-0.87239563,0.77205664
2.5,3.625,8.243741989135742,3.5999999046325684,3.827632,1.7538092,2.8597512,9.940536,-2.0066543,-2.5431793
3.625,2.5,8.243741989135742,3.5999999046325684,2.8597512,9.940536,3.827632,1.7538092,-0.82482153,0.78832304
2.5,3.625,8.34191608428955,3.6999998092651367,3.837359,1.6924334,2.8878057,9.98013,-2.0807612,-2.544396
3.625,2.5,8.34191608428955,3.6999998092651367,2.8878057,9.98013,3.837359,1.6924334,-0.8475906,0.81590366
2.5,3.625,8.439757347106934,3.799999952316284,3.8470564,1.6313163,2.9158804,10.0195465,-2.1552713,-2.5487075
3.625,2.5,8.439757347106934,3.799999952316284,2.9158804,10.0195465,3.8470564,1.6313163,-0.92191356,0.8410001
2.5,3.625,8.537269592285156,3.8999998569488525,3.8567257,1.5704521,2.9439747,10.058788,-2.2300828,-2.555565
3.625,2.5,8.537269592285156,3.8999998569488525,2.9439747,10.058788,3.8567257,1.5704521,-1.0123754,0.8650217
2.5,3.625,8.634459495544434,4.0,3.8663683,1.5098351,2.9720874,10.097859,-2.3046846,-2.5623183
3.625,2.5,8.634459495544434,4.0,2.9720874,10.097859,3.8663683,1.5098351,-1.1024078,0.8891299
2.5,3.625,8.731334686279297,4.099999904632568,3.8759859,1.4494599,3.0002172,10.136764,-2.3779464,-2.5720675
3.625,2.5,8.731334686279297,4.099999904632568,3.0002172,10.136764,3.8759859,1.4494599,-1.1951803,0.91150844
2.5,3.625,8.827900886535645,4.199999809265137,3.8855796,1.3893213,3.0283635,10.175505,-2.445133,-2.597759
3.625,2.5,8.827900886535645,4.199999809265137,3.0283635,10.175505,3.8855796,1.3893213,-1.3058096,0.92348266
2.5,3.625,8.924163818359375,4.300000190734863,3.8951507,1.3294141,3.0565255,10.214087,-2.515293,-2.6237605
3.625,2.5,8.924163818359375,4.300000190734863,3.0565255,10.214087,3.8951507,1.3294141,-1.457983,0.9780718
2.5,3.625,9.02012825012207,4.400000095367432,3.9047003,1.2697335,3.0847023,10.252512,-2.5862951,-2.6497693
3.625,2.5,9.02012825012207,4.400000095367432,3.0847023,10.252512,3.9047003,1.2697335,-1.6266888,1.0507094
2.5,3.625,9.115799903869629,4.5,3.9142296,1.2102748,3.1128929,10.290785,-2.6571193,-2.6756406
3.625,2.5,9.115799903869629,4.5,3.1128929,10.290785,3.9142296,1.2102748,-1.7950026,1.1233475
2.5,3.625,9.211183547973633,4.599999904632568,3.92374,1.1510333,3.1410968,10.328908,-2.7318609,-2.69494
3.625,2.5,9.211183547973633,4.599999904632568,3.1410968,10.328908,3.92374,1.1510333,-1.9696667,1.1992245
2.5,3.625,9.306285858154297,4.700000286102295,3.933232,1.0920047,3.1693132,10.366884,-2.8102753,-2.708057
3.625,2.5,9.306285858154297,4.700000286102295,3.1693132,10.366884,3.933232,1.0920047,-2.1662257,1.2830203
2.5,3.625,9.401110649108887,4.800000190734863,3.942707,1.0331845,3.1975415,10.4047165,-2.8885198,-2.721047
3.625,2.5,9.401110649108887,4.800000190734863,3.1975415,10.4047165,3.942707,1.0331845,-2.3586435,1.3641297
2.5,3.625,9.495661735534668,4.900000095367432,3.9521658,0.97456884,3.225781,10.442408,-2.966595,-2.7339118
3.625,2.5,9.495661735534668,4.900000095367432,3.225781,10.442408,3.9521658,0.97456884,-2.551169,1.4426576
2.5,3.625,9.589945793151855,5.0,3.9616091,0.91615355,3.254031,10.47996,-3.0445042,-2.7466524
3.625,2.5,9.589945793151855,5.0,3.254031,10.47996,3.9616091,0.91615355,-2.7463787,1.5051644
2.5,3.625,9.683966636657715,5.100000381469727,3.9710379,0.85793483,3.282291,10.517378,-3.1222494,-2.7592726
3.625,2.5,9.683966636657715,5.100000381469727,3.282291,10.517378,3.9710379,0.85793483,-2.9412093,1.5676888
2.5,3.625,9.777728080749512,5.199999809265137,3.9804528,0.7999089,3.3105605,10.554662,-3.1977217,-2.760695
3.625,2.5,9.777728080749512,5.199999809265137,3.3105605,10.554662,3.9804528,0.7999089,-3.1353772,1.6299876
2.5,3.625,9.871234893798828,5.299999713897705,3.9898548,0.74207205,3.338839,10.591816,-3.273038,-2.7620122
3.625,2.5,9.871234893798828,5.299999713897705,3.338839,10.591816,3.9898548,0.74207205,-3.3109155,1.6769943
2.5,3.625,9.96449089050293,5.399999618530273,3.9992447,0.6844208,3.367126,10.628841,-3.3482025,-2.7632408
3.625,2.5,9.96449089050293,5.399999618530273,3.367126,10.628841,3.9992447,0.6844208,-3.486132,1.7240483
2.5,3.625,10.057499885559082,5.5,4.0086226,0.62695175,3.395421,10.665742,-3.4232202,-2.7643812
3.625,2.5,10.057499885559082,5.5,3.395421,10.665742,4.0086226,0.62695175,-3.6610334,1.7711487
2.5,3.625,10.1502685546875,5.599999904632568,4.01799,0.5696615,3.4237235,10.702518,-3.498091,-2.7654347
3.625,2.5,10.1502685546875,5.599999904632568,3.4237235,10.702518,4.01799,0.5696615,-3.8356225,1.8182921
2.5,3.625,10.242796897888184,5.699999809265137,4.027347,0.5125469,3.452033,10.739174,-3.5728173,-2.7664015
3.625,2.5,10.242796897888184,5.699999809265137,3.452033,10.739174,4.027347,0.5125469,-4.0099025,1.865477
2.5,3.625,10.335091590881348,5.799999713897705,4.0366945,0.45560476,3.4803493,10.775711,-3.659861,-2.7744353
3.625,2.5,10.335091590881348,5.799999713897705,3.4803493,10.775711,4.0366945,0.45560476,-4.1838794,1.9127012
2.5,3.625,10.427154541015625,5.900000095367432,4.0460324,0.39883205,3.508672,10.812131,-3.75256,-2.7857106
3.625,2.5,10.427154541015625,5.900000095367432,3.508672,10.812131,4.0460324,0.39883205,-4.357557,1.9599638
2.5,3.625,10.518990516662598,6.0,4.0553617,0.34222582,3.5370004,10.848436,-3.8450878,-2.7968848
3.625,2.5,10.518990516662598,6.0,3.5370004,10.848436,4.0553617,0.34222582,-4.530938,2.0072618
2.5,3.625,10.610602378845215,6.099999904632568,4.0646834,0.2857832,3.5653346,10.884628,-3.937447,-2.8079588
3.625,2.5,10.610602378845215,6.099999904632568,3.5653346,10.884628,4.0646834,0.2857832,-4.7040277,2.0545945
2.5,3.625,10.70199203491211,6.199999809265137,4.0739975,0.22950137,3.593674,10.92071,-4.02964,-2.8189342
3.625,2.5,10.70199203491211,6.199999809265137,3.593674,10.92071,4.0739975,0.22950137,-4.876828,2.1019595
2.5,3.625,10.793166160583496,6.300000190734863,4.0833044,0.17337762,3.622018,10.956682,-4.12167,-2.8298118
3.625,2.5,10.793166160583496,6.300000190734863,3.622018,10.956682,4.0833044,0.17337762,-5.049346,2.1493561
2.5,3.625,10.884125709533691,6.400000095367432,4.0926046,0.11740932,3.6503668,10.992547,-4.213537,-2.8405936
3.625,2.5,10.884125709533691,6.400000095367432,3.6503668,10.992547,4.0926046,0.11740932,-5.221587,2.1967824
2.5,3.625,10.974874496459961,6.5,4.1018987,0.061593883,3.6787198,11.028307,-4.305245,-2.85128
3.625,2.5,10.974874496459961,6.5,3.6787198,11.028307,4.1018987,0.061593883,-5.3935466,2.2442365
2.5,3.625,11.065415382385254,6.599999904632568,4.111187,0.0059288107,3.7070768,11.063963,-4.396796,-2.8618727
3.625,2.5,11.065415382385254,6.599999904632568,3.7070768,11.063963,4.111187,0.0059288107,-5.565235,2.2917175
2.5,3.625,11.15575122833252,6.700000286102295,4.1204696,-0.049588338,3.7354376,11.099517,-4.4881907,-2.8723724
3.625,2.5,11.15575122833252,6.700000286102295,3.7354376,11.099517,4.1204696,-0.049588338,-5.7366543,2.3392255
2.5,3.625,11.245885848999023,6.800000190734863,4.1297474,-0.104959935,3.7638018,11.134971,-4.579432,-2.8827806
3.625,2.5,11.245885848999023,6.800000190734863,3.7638018,11.134971,4.1297474,-0.104959935,-5.907807,2.3867564
2.5,3.625,11.335822105407715,6.900000095367432,4.1390204,-0.1601883,3.7921693,11.170325,-4.670522,-2.8930979
3.625,2.5,11.335822105407715,6.900000095367432,3.7921693,11.170325,4.1390204,-0.1601883,-6.078696,2.4343114
2.5,3.625,11.425559997558594,7.0,4.148289,-0.21527569,3.8205397,11.205583,-4.761462,-2.9033258
3.625,2.5,11.425559997558594,7.0,3.8205397,11.205583,4.148289,-0.21527569,-6.2493258,2.4818873
2.5,3.625,11.515106201171875,7.100000381469727,4.157554,-0.2702243,3.848913,11.240745,-4.855026,-2.9152193
3.625,2.5,11.515106201171875,7.100000381469727,3.848913,11.240745,4.157554,-0.2702243,-6.4226503,2.5294392
2.5,3.625,11.604460716247559,7.199999809265137,4.1668153,-0.3250363,3.8772886,11.275812,-4.950248,-2.9281683
3.625,2.5,11.604460716247559,7.199999809265137,3.8772886,11.275812,4.1668153,-0.3250363,-6.5990896,2.5769548
2.5,3.625,11.693628311157227,7.299999713897705,4.176073,-0.3797137,3.9056666,11.310787,-5.045284,-2.9410036
3.625,2.5,11.693628311157227,7.299999713897705,3.9056666,11.310787,4.176073,-0.3797137,-6.775267,2.6244905
2.5,3.625,11.782608985900879,7.399999618530273,4.1853275,-0.43425864,3.9340467,11.345671,-5.140136,-2.9537275
3.625,2.5,11.782608985900879,7.399999618530273,3.9340467,11.345671,4.1853275,-0.43425864,-6.951189,2.672045
2.5,3.625,11.871408462524414,7.5,4.1945796,-0.48867303,3.9624288,11.380465,-5.234808,-2.9663417
3.625,2.5,11.871408462524414,7.5,3.9624288,11.380465,4.1945796,-0.48867303,-7.1268563,2.7196152
2.5,3.625,11.960025787353516,7.599999904632568,4.203829,-0.54295886,3.9908125,11.41517,-5.3293004,-2.9788473
3.625,2.5,11.960025787353516,7.599999904632568,3.9908125,11.41517,4.203829,-0.54295886,-7.3034964,2.7679539
2.5,3.625,12.048465728759766,7.699999809265137,4.213076,-0.597118,4.019198,11.449787,-5.423616,-2.9912448
3.625,2.5,12.048465728759766,7.699999809265137,4.019198,11.449787,4.213076,-0.597118,-7.48931,2.825373
2.5,3.625,12.13672924041748,7.799999713897705,4.222321,-0.6511523,4.0475845,11.484319,-5.517758,-3.0035367
3.625,2.5,12.13672924041748,7.799999713897705,4.0475845,11.484319,4.222321,-0.6511523,-7.6441274,2.8831987
2.5,3.625,12.22481918334961,7.900000095367432,4.2315645,-0.7050636,4.0759726,11.518765,-5.6117263,-3.0157235
3.625,2.5,12.22481918334961,7.900000095367432,4.0759726,11.518765,4.2315645,-0.7050636,-7.798126,2.9421399
2.5,3.625,12.312738418579102,8.0,4.240806,-0.75885355,4.1043615,11.553128,-5.705527,-3.0278075
3.625,2.5,12.312738418579102,8.0,4.1043615,11.553128,4.240806,-0.75885355,-7.9445357,2.9972281
2.5,3.625,12.400487899780273,8.100000381469727,4.2500467,-0.812524,4.1327515,11.587409,-5.799158,-3.039788
3.625,2.5,12.400487899780273,8.100000381469727,4.1327515,11.587409,4.2500467,-0.812524,-8.078367,3.0414436
2.5,3.625,12.48807144165039,8.199999809265137,4.259286,-0.8660766,4.1611423,11.621609,-5.8896656,-3.0468814
3.625,2.5,12.48807144165039,8.199999809265137,4.1611423,11.621609,4.259286,-0.8660766,-8.211961,3.0856628
2.5,3.625,12.575488090515137,8.300000190734863,4.268524,-0.919513,4.1895337,11.655727,-5.975908,-3.047241
3.625,2.5,12.575488090515137,8.300000190734863,4.1895337,11.655727,4.268524,-0.919513,-8.345322,3.1298873
2.5,3.625,12.66274356842041,8.399999618530273,4.277762,-0.97283477,4.2179255,11.689768,-6.0619907,-3.0475044
3.625,2.5,12.66274356842041,8.399999618530273,4.2179255,11.689768,4.277762,-0.97283477,-8.478453,3.174114
2.5,3.625,12.749838829040527,8.5,4.286999,-1.0260435,4.246318,11.72373,-6.1479115,-3.0476687
3.625,2.5,12.749838829040527,8.5,4.246318,11.72373,4.286999,-1.0260435,-8.611356,3.2183442
2.5,3.625,12.836773872375488,8.59999942779541,4.296236,-1.0791408,4.27471,11.757615,-6.2336764,-3.0477388
3.625,2.5,12.836773872375488,8.59999942779541,4.27471,11.757615,4.296236,-1.0791408,-8.744031,3.262576
2.5,3.625,12.923552513122559,8.699999809265137,4.305473,-1.132128,4.303103,11.791425,-6.3192854,-3.0477154
3.625,2.5,12.923552513122559,8.699999809265137,4.303103,11.791425,4.305473,-1.132128,-8.876485,3.3068097
2.5,3.625,13.010177612304688,8.800000190734863,4.3147097,-1.1850067,4.331496,11.825159,-6.404741,-3.047595
3.625,2.5,13.010177612304688,8.800000190734863,4.331496,11.825159,4.3147097,-1.1850067,-9.008718,3.3510442
2.5,3.625,13.096648216247559,8.90000057220459,4.3239465,-1.2377784,4.359888,11.85882,-6.4900436,-3.0473855
3.625,2.5,13.096648216247559,8.90000057220459,4.359888,11.85882,4.3239465,-1.2377784,-9.140733,3.3952796
2.5,3.625,13.182967185974121,9.0,4.3331833,-1.2904444,4.3882804,11.892407,-6.5751967,-3.047083
3.625,2.5,13.182967185974121,9.0,4.3882804,11.892407,4.3331833,-1.2904444,-9.272534,3.4395168
2.5,3.625,13.269137382507324,9.100000381469727,4.3424206,-1.3430061,4.416672,11.925923,-6.6602006,-3.04669
3.625,2.5,13.269137382507324,9.100000381469727,4.416672,11.925923,4.3424206,-1.3430061,-9.40412,3.4837532
2.5,3.625,13.3551607131958,9.199999809265137,4.351659,-1.3954649,4.445064,11.959369,-6.7450576,-3.0462074
3.625,2.5,13.3551607131958,9.199999809265137,4.445064,11.959369,4.351659,-1.3954649,-9.535494,3.527988
2.5,3.625,13.441036224365234,9.300000190734863,4.3608975,-1.4478221,4.4734554,11.9927435,-6.8298244,-3.0460014
3.625,2.5,13.441036224365234,9.300000190734863,4.4734554,11.9927435,4.3608975,-1.4478221,-9.667615,3.5693536
2.5,3.625,13.526768684387207,9.399999618530273,4.370137,-1.5000789,4.501846,12.026049,-6.9151025,-3.0501165
3.625,2.5,13.526768684387207,9.399999618530273,4.501846,12.026049,4.370137,-1.5000789,-9.800307,3.608391
2.5,3.625,13.612359046936035,9.5,4.379378,-1.5522367,4.530236,12.059286,-7.0002394,-3.0541437
3.625,2.5,13.612359046936035,9.5,4.530236,12.059286,4.379378,-1.5522367,-9.932855,3.64706
2.5,3.625,13.697807312011719,9.600000381469727,4.3886194,-1.6042967,4.5586247,12.092456,-7.0852356,-3.058085
3.625,2.5,13.697807312011719,9.600000381469727,4.5586247,12.092456,4.3886194,-1.6042967,-10.06527,3.6852736
2.5,3.625,13.783116340637207,9.699999809265137,4.3978624,-1.65626,4.5870132,12.125559,-7.1751046,-3.0670316
3.625,2.5,13.783116340637207,9.699999809265137,4.5870132,12.125559,4.3978624,-1.65626,-10.187041,3.7223856
2.5,3.625,13.868288040161133,9.800000190734863,4.4071064,-1.708128,4.615401,12.158596,-7.268225,-3.0846086
3.625,2.5,13.868288040161133,9.800000190734863,4.615401,12.158596,4.4071064,-1.708128,-10.300679,3.7586582
1.0,5.875,4.18273401260376,0.0,9.558144,7.717803,5.4027705,8.19544,-0.7106593,-3.498555
5.875,1.0,4.18273401260376,0.0,5.4027705,8.19544,9.558144,7.717803,-16.619238,-7.165721
1.0,5.875,4.104167461395264,0.10000000149011612,9.579542,7.7218547,5.501855,8.187322,-0.68359995,-3.3897998
5.875,1.0,4.104167461395264,0.10000000149011612,5.501855,8.187322,9.579542,7.7218547,-16.27341,-6.948468
1.0,5.875,4.023563385009766,0.20000000298023224,9.599208,7.7261043,5.601234,8.179169,-0.65692395,-3.280403
5.875,1.0,4.023563385009766,0.20000000298023224,5.601234,8.179169,9.599208,7.7261043,-15.915472,-6.7298126
1.0,5.875,3.9408388137817383,0.30000001192092896,9.617071,7.730558,5.70092,8.170981,-0.6674337,-3.1928413
5.875,1.0,3.9408388137817383,0.30000001192092896,5.70092,8.170981,9.617071,7.730558,-15.550688,-6.507991
1.0,5.875,3.8559048175811768,0.4000000059604645,9.633056,7.735223,5.800926,8.162758,-0.69486207,-3.1146784
5.875,1.0,3.8559048175811768,0.4000000059604645,5.800926,8.162758,9.633056,7.735223,-15.17935,-6.2794228
1.0,5.875,3.768663167953491,0.5,9.647078,7.740107,5.901266,8.154497,-0.7231778,-3.0360649
5.875,1.0,3.768663167953491,0.5,5.901266,8.154497,9.647078,7.740107,-14.798319,-6.0151715
1.0,5.875,3.6790051460266113,0.6000000238418579,9.659044,7.7452183,6.001956,8.146198,-0.7524322,-2.9569867
5.875,1.0,3.6790051460266113,0.6000000238418579,6.001956,8.146198,9.659044,7.7452183,-14.424096,-5.7726927
1.0,5.875,3.5868122577667236,0.699999988079071,9.668855,7.750566,6.103013,8.137858,-0.78268373,-2.8774261
5.875,1.0,3.5868122577667236,0.699999988079071,6.103013,8.137858,9.668855,7.750566,-14.042467,-5.5274515
1.0,5.875,3.4919517040252686,0.800000011920929,9.676395,7.7561603,6.2044563,8.129477,-0.81399554,-2.7973661
5.875,1.0,3.4919517040252686,0.800000011920929,6.2044563,8.129477,9.676395,7.7561603,-13.694079,-5.30359
1.0,5.875,3.394278049468994,0.9000000357627869,9.681542,7.762012,6.306307,8.121051,-0.8464388,-2.7167885
5.875,1.0,3.394278049468994,0.9000000357627869,6.306307,8.121051,9.681542,7.762012,-13.360619,-5.0899386
1.0,5.875,3.2936270236968994,1.0,9.684155,7.768133,6.408589,8.112579,-0.8800965,-2.6356726
5.875,1.0,3.2936270236968994,1.0,6.408589,8.112579,9.684155,7.768133,-13.017317,-4.870588
1.0,5.875,3.1898133754730225,1.100000023841858,9.684076,7.7745376,6.511329,8.10406,-0.91851825,-2.5548983
5.875,1.0,3.1898133754730225,1.100000023841858,6.511329,8.10406,9.684076,7.7745376,-12.659047,-4.638937
1.0,5.875,3.0826284885406494,1.2000000476837158,9.681127,7.78124,6.6145577,8.09549,-0.96174115,-2.4600375
5.875,1.0,3.0826284885406494,1.2000000476837158,6.6145577,8.09549,9.681127,7.78124,-12.293378,-4.405253
1.0,5.875,2.971834897994995,1.3000000715255737,9.675104,7.7882576,6.7183094,8.086866,-1.0048407,-2.362029
5.875,1.0,2.971834897994995,1.3000000715255737,6.7183094,8.086866,9.675104,7.7882576,-11.937375,-4.1883492
1.0,5.875,2.8571581840515137,1.4000000953674316,9.665774,7.795609,6.822624,8.078186,-1.0461019,-2.2557244
5.875,1.0,2.8571581840515137,1.4000000953674316,6.822624,8.078186,9.665774,7.795609,-11.563563,-3.9674587
1.0,5.875,2.7382805347442627,1.5,9.652865,7.803316,6.927548,8.069445,-1.0891327,-2.147769
5.875,1.0,2.7382805347442627,1.5,6.927548,8.069445,9.652865,7.803316,-11.168733,-3.742261
1.0,5.875,2.6148300170898438,1.600000023841858,9.63606,7.8114038,7.033135,8.060638,-1.1340364,-2.0381343
5.875,1.0,2.6148300170898438,1.600000023841858,7.033135,8.060638,9.63606,7.8114038,-10.734077,-3.5193815
1.0,5.875,2.486365795135498,1.7000000476837158,9.614981,7.8199005,7.1394496,8.051763,-1.1804074,-1.9256737
5.875,1.0,2.486365795135498,1.7000000476837158,7.1394496,8.051763,9.614981,7.8199005,-10.2755575,-3.2930875
1.0,5.875,2.3523571491241455,1.8000000715255737,9.589174,7.8288403,7.2465687,8.042811,-1.2298782,-1.8123307
