,Epoch,L1R
0,1,0.1844121949302945
1,2,0.14710889697839233
2,3,0.12962920153709928
3,4,0.09643605030181752
4,5,0.08874521468081653
5,6,0.08745967764488534
6,7,0.08157396184122942
7,8,0.0841919863289763
8,9,0.06917261109133534
9,10,0.0700610454334534
