,Epoch,L1R
0,1,58.318587974106464
1,2,75.20412094306481
2,3,46.86413647428837
3,4,73.3164280929806
4,5,53.87389518251278
5,6,74.59155122295846
6,7,81.9069335380421
7,8,112.98082898080246
8,9,82.64869197177775
9,10,109.2495202895049
