,Epoch,L1R
0,1,0.2526557935766565
1,2,0.2118969714656799
2,3,0.18864829580895745
3,4,0.17708025810840267
4,5,0.14006839470596832
5,6,0.14994968865364272
6,7,0.14027054679670578
7,8,0.11504146539107567
8,9,0.1127849732708501
9,10,0.11468176353903901
